GeneID	Control_1	Control_2	Erb1KO_1	Erb1KO_2
SPATA13	1484	1271	1737	1086
SPATA16	0	0	0	0
SPATA17	214	183	202	142
SPATA18	451	486	515	287
SPATA19	0	0	0	0
SPATA2	1817	1723	1607	1253
SPATA20	7812	7139	6625	4863
SPATA21	0	0	0	0
SPATA22	0	0	0	0
SPATA24	55	43	30	23
SPATA2L	1783	1567	1112	1039
SPATA3	0	0	0	0
SPATA4	0	0	0	1
SPATA5	352	228	417	309
SPATA5L1	289	231	251	218
SPATA6	42	38	53	33
SPATA7	544	491	436	336
SPATA8	0	0	0	0
SPATA9	5	2	10	1
SPATC1	0	0	0	0
SPATS1	0	0	0	0
SPATS2	5427	4829	5416	3488
SPATS2L	2133	1802	4501	3019
SPC24	164	127	249	109
SPC25	209	186	705	375
SPCS1	4595	4064	4271	3645
SPCS2	402	360	418	542
SPCS3	5123	4334	5069	5296
SPDEF	26822	23635	14737	12979
SPDYA	0	0	0	0
SPDYC	0	0	0	0
SPDYE1	0	0	0	0
SPDYE2	0	0	0	0
SPDYE2L	0	0	0	0
SPDYE3	0	2	0	0
SPDYE4	0	0	0	0
SPDYE5	0	0	0	0
SPDYE6	0	0	0	0
SPDYE7P	0	0	0	0
SPDYE8P	0	0	0	0
SPECC1	3719	3658	4085	2523
SPECC1L	4909	4271	5868	3573
SPEF1	23	21	5	4
SPEF2	270	199	306	219
SPEG	46	35	70	24
SPEM1	0	0	0	0
SPEN	5654	4802	7153	3757
SPERT	9	7	4	5
SPESP1	265	259	396	263
SPG11	4097	3367	5765	3287
SPG20	1895	1641	2489	1767
SPG21	4485	3988	5361	3885
SPG7	3319	3420	3590	2436
SPHAR	16	16	17	46
SPHK1	593	586	593	401
SPHK2	344	322	265	247
SPHKAP	0	0	1	0
SPI1	9	8	3	7
SPIB	1	1	1	0
SPIC	0	0	0	0
SPICE1	981	842	988	638
SPIN1	3248	2763	3645	2612
SPIN2A	2	1	1	0
SPIN2B	214	219	236	148
SPIN3	2343	2446	2488	1213
SPIN4	326	246	401	353
SPINK1	0	0	0	0
SPINK13	0	0	0	0
SPINK14	1	1	0	1
SPINK2	12	12	4	7
SPINK4	53	63	99	36
SPINK5	0	0	2	0
SPINK6	0	0	0	0
SPINK7	0	0	0	0
SPINK8	5	10	5	0
SPINK9	0	0	0	0
SPINLW1	0	0	0	0
SPINLW1-WFDC6	0	0	0	0
SPINT1	10315	9939	9807	7384
SPINT2	30474	29927	28017	20708
SPINT3	0	0	0	0
SPINT4	0	0	0	0
SPIRE1	5056	4275	6695	4785
SPIRE2	1664	1482	1583	1131
SPN	0	1	0	1
SPNS1	6281	5256	5041	3728
SPNS2	46	48	56	37
SPNS3	0	0	0	0
SPO11	0	0	0	0
SPOCD1	47	42	53	26
SPOCK1	9	15	18	9
SPOCK2	10	17	20	8
SPOCK3	0	0	0	0
SPON1	1	0	2	0
SPON2	36	24	14	23
SPOP	5121	4604	5836	4394
SPOPL	1228	966	1542	1266
SPP1	15	24	14	10
SPP2	0	0	0	0
SPPL2A	5088	4566	5403	3841
SPPL2B	659	522	460	394
SPPL3	3017	2673	3232	2267
SPR	2323	2276	1845	1359
SPRED1	925	812	1140	935
SPRED2	4516	4329	5044	3453
SPRED3	9	4	6	4
SPRN	105	104	112	70
SPRNP1	0	0	0	0
SPRR1A	0	0	3	2
SPRR1B	0	0	0	0
SPRR2A	0	0	0	0
SPRR2B	0	0	0	0
SPRR2C	0	0	0	0
SPRR2D	0	1	0	0
SPRR2E	0	0	0	0
SPRR2F	0	0	0	0
SPRR2G	0	0	0	0
SPRR3	2	0	0	0
SPRR4	0	0	0	0
SPRY1	199	184	266	196
SPRY2	353	367	382	300
SPRY3	0	0	0	0
SPRY4	271	301	402	231
SPRYD3	7486	6513	7749	5898
SPRYD4	1831	1718	1810	1318
SPRYD5	0	0	0	0
SPRYD7	396	354	481	390
SPSB1	183	123	134	132
SPSB2	741	646	440	419
SPSB3	1717	1378	1192	1033
SPSB4	22	25	15	18
SPTA1	0	0	0	0
SPTAN1	9761	8883	11186	6671
SPTB	18	14	26	5
SPTBN1	9657	8143	12047	6836
SPTBN2	2468	2184	2044	1313
SPTBN4	71	67	74	39
SPTBN5	27	31	23	21
SPTLC1	2324	1992	2562	2043
SPTLC2	6978	5899	7593	5098
SPTLC3	6	14	14	7
SPTSSA	4499	4296	6929	6826
SPTSSB	9649	10290	23067	18032
SPTY2D1	2324	1857	3207	2311
SPZ1	0	0	0	0
SQLE	9698	8741	12065	8504
SQRDL	2407	2247	3058	1952
SQSTM1	103019	91271	106116	92808
SRA1	1761	1815	1875	1546
SRBD1	2102	1688	2335	1560
SRC	294	290	314	171
SRCAP	13411	12172	14814	9061
SRCIN1	465	396	425	273
SRCRB4D	17	21	18	10
SRD5A1	329	311	409	391
SRD5A1P1	38	41	49	17
SRD5A2	0	2	0	0
SRD5A3	1247	960	1144	942
SREBF1	11033	10457	10111	6369
SREBF2	7519	6638	9249	6186
SREK1	2323	1933	2951	1958
SREK1IP1	708	635	953	728
SRF	3363	2837	3609	2462
SRFBP1	578	425	643	513
SRG7	0	0	0	0
SRGAP1	1968	1714	2337	1375
SRGAP2	3504	3086	3632	2085
SRGAP2P2	386	323	393	217
SRGAP3	562	518	619	296
SRGN	3	2	5	4
SRI	1005	948	947	735
SRL	0	2	2	1
SRM	3001	2724	2501	2292
SRMS	0	0	0	0
SRP14	5631	5144	5644	3700
SRP19	2842	2610	4014	2585
SRP54	6404	6044	9799	6735
SRP68	5642	4927	5744	4105
SRP72	7252	6125	8582	5776
SRP9	1451	1283	2320	2185
SRPK1	4885	4299	5631	3756
SRPK2	3329	2688	3860	2590
SRPK3	0	5	2	1
SRPR	17628	15638	18083	14461
SRPRB	7422	6454	7552	6606
SRPX	12	21	14	11
SRPX2	1	6	0	3
SRR	1101	871	1775	951
SRRD	757	695	830	579
SRRM1	3108	2472	3599	2345
SRRM2	32537	29157	38221	21678
SRRM3	440	388	340	246
SRRM4	0	0	2	0
SRRM5	13	10	8	5
SRRT	3441	3115	3926	2670
SRSF1	10410	9601	13107	9722
SRSF10	3066	2565	4047	2781
SRSF11	2956	2647	4287	2955
SRSF12	0	2	0	0
SRSF2	5762	5161	6061	4731
SRSF3	7992	7112	8833	6850
SRSF4	1928	1989	2290	1588
SRSF5	6050	6058	11397	7578
SRSF6	7090	6650	9146	7205
SRSF7	3650	3325	4060	2888
SRSF8	1110	1042	1182	956
SRSF9	11589	10778	9603	7777
SRXN1	4294	3868	4504	3416
SRY	0	0	0	0
SS18	4080	3827	5170	3583
SS18L1	1929	1595	1952	1432
SS18L2	406	450	500	390
SSB	3997	3851	5351	3309
SSBP1	3740	3806	4482	3454
SSBP2	1574	1508	1721	1133
SSBP3	563	562	566	355
SSBP4	1152	965	675	528
SSC5D	4	4	7	6
SSFA2	3443	2845	3624	2685
SSH1	2140	1757	2292	1368
SSH2	616	539	809	435
SSH3	4285	3992	3595	2471
SSNA1	2031	1875	1560	1336
SSPN	235	193	374	244
SSPO	140	110	108	50
SSR1	18460	16568	22335	19046
SSR2	32684	31116	28954	22267
SSR3	12259	10748	11388	8950
SSR4	15552	15146	8940	8430
SSRP1	5612	4736	5708	4076
SSSCA1	1098	950	756	749
SST	0	0	0	0
SSTR1	0	0	0	0
SSTR2	0	1	0	0
SSTR3	0	0	0	0
SSTR4	0	0	0	0
SSTR5	0	0	0	0
SSU72	3181	3116	2902	2116
SSX1	1	0	0	0
SSX2	0	0	0	0
SSX2B	0	0	0	0
SSX2IP	918	802	1262	885
SSX3	0	0	0	0
SSX4	0	0	0	0
SSX4B	0	0	0	0
SSX5	0	0	0	0
SSX6	0	0	0	0
SSX7	0	0	0	0
SSX8	0	0	0	0
ST13	2835	2381	3139	2831
ST13P4	4	4	3	3
ST14	8360	7531	8037	5158
ST18	0	0	0	1
ST20	154	142	142	108
ST20-MTHFS	1	0	0	2
ST3GAL1	14139	13257	12116	6886
ST3GAL2	160	174	106	80
ST3GAL3	240	221	194	131
ST3GAL4	2269	2281	2390	1411
ST3GAL5	130	145	154	92
ST3GAL6	1	0	2	0
ST5	378	344	443	364
ST6GAL1	90	73	71	60
ST6GAL2	0	0	0	0
ST6GALNAC1	0	0	0	0
ST6GALNAC2	1428	1361	1803	1060
ST6GALNAC3	0	0	0	0
ST6GALNAC4	2934	2606	2126	1544
ST6GALNAC5	1	4	2	3
ST6GALNAC6	2343	2161	1869	1263
ST7	1382	1373	1624	1185
ST7-AS1	112	93	99	107
ST7-AS2	0	0	0	0
ST7L	393	317	513	339
ST7OT3	4	2	3	0
ST7OT4	6	7	9	8
ST8SIA1	0	4	2	1
ST8SIA2	0	0	0	0
ST8SIA3	0	2	0	2
ST8SIA4	823	901	1197	792
ST8SIA5	5	1	1	3
ST8SIA6	494	347	355	274
STAB1	6	2	2	2
STAB2	0	0	0	0
STAC	1	9	2	2
STAC2	0	0	0	0
STAC3	165	155	175	153
STAG1	2144	1865	3390	2266
STAG2	7991	6387	9735	6809
STAG3	6	0	3	2
STAG3L1	4	2	2	3
STAG3L2	95	97	104	84
STAG3L3	16	32	23	19
STAG3L4	927	797	637	552
STAM	1455	1319	1484	1120
STAM2	2441	2158	2969	2108
STAMBP	2675	2570	2730	1804
STAMBPL1	172	155	201	150
STAP1	0	0	1	0
STAP2	2969	2761	2702	1859
STAR	0	1	0	0
STARD10	19194	17613	15821	11995
STARD13	571	507	597	332
STARD3	1393	1195	1040	745
STARD3NL	1931	1738	2590	1790
STARD4	223	200	549	362
STARD5	210	234	264	196
STARD6	0	0	0	0
STARD7	6353	5537	7109	4716
STARD8	15	8	23	22
STARD9	3	5	10	9
STAT1	16172	14295	99122	55969
STAT2	2844	2686	7720	4039
STAT3	4623	4106	6194	3930
STAT4	25	41	74	42
STAT5A	64	70	103	54
STAT5B	1883	1617	1941	1307
STAT6	62	71	74	41
STATH	0	0	0	0
STAU1	8996	8267	10119	7069
STAU2	2078	1734	2385	1652
STBD1	48	26	17	25
STC1	3238	2546	2644	2107
STC2	14516	11117	12151	10328
STEAP1	5	5	7	5
STEAP1B	1	1	3	1
STEAP2	3	5	0	3
STEAP3	2546	2511	1858	1244
STEAP4	39	23	63	63
STH	2	1	0	1
STIL	871	721	1643	997
STIM1	2692	2383	2335	1617
STIM2	415	377	500	362
STIP1	9083	8244	10311	6505
STK10	1244	1169	1614	852
STK11	2148	1883	1708	1342
STK11IP	937	782	726	516
STK16	1635	1477	1319	852
STK17A	931	779	1029	775
STK17B	451	352	542	387
STK19	535	436	427	321
STK24	4666	4273	5216	3890
STK25	4136	3700	3417	2305
STK3	1700	1439	2353	1617
STK31	20	18	28	14
STK32A	1	1	3	4
STK32B	1	0	0	0
STK32C	894	779	576	435
STK33	1	1	2	0
STK35	1455	1311	1403	1000
STK36	1089	1043	1256	758
STK38	2498	2208	3150	1820
STK38L	693	574	1022	725
STK39	2653	2226	2893	2122
STK4	1468	1312	2018	1231
STK40	5162	4672	5370	4022
STL	0	0	0	0
STMN1	4698	3877	7937	5354
STMN2	2	4	4	4
STMN3	2965	3009	2492	1650
STMN4	3	0	11	16
STOM	2216	2099	2915	2249
STOML1	288	257	218	207
STOML2	3605	3339	3261	2578
STOML3	0	0	0	0
STON1	31	18	19	22
STON1-GTF2A1L	1	1	0	1
STON2	155	148	215	106
STOX1	221	184	235	175
STOX2	258	212	245	166
STRA13	2280	2211	1862	1447
STRA6	0	0	1	0
STRA8	0	0	0	0
STRADA	2725	2497	3079	2098
STRADB	318	294	451	335
STRAP	6123	5434	6955	4815
STRBP	3305	2927	3906	2878
STRC	0	1	0	0
STRN	3016	2390	3721	2436
STRN3	1686	1347	1843	1264
STRN4	6022	5403	5590	4078
STS	360	345	438	336
STT3A	16850	14367	18208	12651
STT3B	9532	7729	9118	5893
STUB1	5750	5245	4829	3403
STX10	1071	971	758	571
STX11	12	9	41	24
STX12	1686	1534	1898	1466
STX16	8514	8048	11579	8753
STX16-NPEPL1	21	21	54	22
STX17	3158	2657	4279	2842
STX18	651	594	679	516
STX19	8	6	11	6
STX1A	282	234	263	151
STX1B	30	40	35	15
STX2	275	255	335	233
STX3	3400	3127	4762	2976
STX4	2520	2415	2443	1678
STX5	2707	2654	2477	2055
STX6	4855	4467	5231	3606
STX7	1417	1278	1720	1361
STX8	608	578	526	370
STXBP1	1110	976	1314	755
STXBP2	2640	2326	2135	1579
STXBP3	1541	1322	1762	1321
STXBP4	413	343	634	378
STXBP5	985	830	1062	790
STXBP5L	3	3	2	1
STXBP6	4	8	10	8
STYK1	109	105	252	125
STYX	1373	1261	2123	1810
STYXL1	2046	1880	1696	1273
SUB1	3763	3431	4795	3630
SUCLA2	1091	942	1238	928
SUCLG1	4830	4686	5249	3616
SUCLG2	2421	2035	2635	2139
SUCNR1	0	0	0	0
SUDS3	4163	3590	4272	2827
SUFU	997	778	931	601
SUGP1	1435	1405	1600	1151
SUGP2	4359	4055	5911	3416
SUGT1	790	699	906	665
SUGT1P1	44	35	43	29
SUGT1P3	4	5	6	9
SULF1	21	29	33	20
SULF2	25078	25091	30441	18925
SULT1A1	450	501	458	339
SULT1A2	13	9	9	3
SULT1A3	0	0	0	0
SULT1A4	0	0	0	0
SULT1B1	0	0	0	0
SULT1C2	1	1	3	0
SULT1C2P1	0	0	0	0
SULT1C3	0	0	0	0
SULT1C4	4	1	1	4
SULT1E1	0	0	0	0
SULT2A1	0	0	0	0
SULT2B1	1033	981	769	497
SULT4A1	0	0	0	0
SULT6B1	0	0	0	0
SUMF1	2641	2319	1942	1418
SUMF2	12279	11607	11782	8106
SUMO1	2818	2676	3513	2692
SUMO1P1	0	0	0	0
SUMO1P3	454	449	725	444
SUMO2	1600	1443	1797	1622
SUMO3	7729	6579	6760	5037
SUMO4	1	0	1	1
SUN1	8648	7546	8756	6119
SUN2	3085	2488	2769	1892
SUN3	0	0	0	1
SUN5	0	0	0	0
SUOX	1986	2170	2328	1389
SUPT16H	8494	7433	10959	6113
SUPT3H	477	379	396	331
SUPT4H1	8421	8232	8588	6252
SUPT5H	6396	5725	6248	4330
SUPT6H	10693	9506	12458	7492
SUPT7L	2550	2346	3258	2185
SUPV3L1	1770	1454	1773	1281
SURF1	2449	2430	1776	1679
SURF2	1102	912	1046	799
SURF4	18652	17050	18160	14148
SURF6	1821	1523	1528	1138
SUSD1	659	606	780	507
SUSD2	51	53	63	40
SUSD3	17	13	9	14
SUSD4	192	170	160	103
SUSD5	0	0	0	0
SUV39H1	574	553	810	567
SUV39H2	945	761	1239	850
SUV420H1	5057	4562	5390	3874
SUV420H2	744	637	560	436
SUZ12	1582	1215	2468	1849
SUZ12P	83	84	116	95
SV2A	6	9	12	9
SV2B	2	3	2	0
SV2C	1	0	6	0
SVEP1	2	4	14	6
SVIL	3745	3000	3886	2752
SVIP	760	625	795	740
SVOP	1	0	0	1
SVOPL	28	27	38	19
SWAP70	964	843	1371	925
SWI5	1294	1288	1212	894
SWT1	600	476	560	370
SYAP1	8552	7878	10415	7869
SYBU	391	413	533	363
SYCE1	0	0	0	0
SYCE1L	19	11	8	7
SYCE2	42	42	60	41
SYCN	0	0	0	0
SYCP1	0	0	0	0
SYCP2	3652	3309	6146	3464
SYCP2L	0	1	0	2
SYCP3	0	0	0	1
SYDE1	264	216	131	156
SYDE2	886	698	1157	589
SYF2	2470	2152	2510	1968
SYK	2314	2074	2634	1742
SYMPK	4398	3896	3818	2664
SYN1	12	14	12	13
SYN2	2	3	1	0
SYN3	46	20	13	9
SYNC	80	100	110	81
SYNCRIP	9057	8270	12607	9073
SYNDIG1	1	1	1	2
SYNDIG1L	0	1	0	0
SYNE1	293	225	422	200
SYNE2	4564	4031	8085	4781
SYNGAP1	1275	1165	1505	810
SYNGR1	2063	1982	1779	1204
SYNGR2	12338	12102	11177	7743
SYNGR3	157	199	179	153
SYNGR4	9	4	5	7
SYNJ1	543	537	865	449
SYNJ2	1456	1243	1602	961
SYNJ2BP	3423	2961	5093	2991
SYNJ2BP-COX16	0	0	0	0
SYNM	415	407	609	387
SYNPO	43	60	32	25
SYNPO2	1254	1023	2288	1468
SYNPO2L	11	14	16	9
SYNPR	0	0	0	1
SYNRG	1438	1255	1976	1166
SYP	90	74	98	104
SYPL1	3503	2904	3782	3354
SYPL2	90	80	129	79
SYS1	2271	2114	1642	1443
SYS1-DBNDD2	0	0	0	0
SYT1	731	607	1017	660
SYT10	16	10	16	13
SYT11	14	19	20	17
SYT12	13259	13214	10059	6208
SYT13	0	0	0	1
SYT14	1	0	1	1
SYT14L	0	0	0	0
SYT15	0	0	0	0
SYT16	1	0	0	0
SYT17	1030	941	922	681
SYT2	0	2	1	1
SYT3	47	47	30	31
SYT4	0	0	1	0
SYT5	23	13	13	7
SYT6	1	0	1	1
SYT7	1723	1634	1918	1084
SYT8	3	1	1	0
SYT9	1	3	3	5
SYTL1	2643	2121	1619	1531
SYTL2	18414	17603	21645	11835
SYTL3	82	85	84	45
SYTL4	107	90	109	58
SYTL5	52	46	83	50
SYVN1	5239	4732	4565	3753
SZT2	2027	1811	2286	1320
T	0	0	0	0
TAAR1	0	0	0	0
TAAR2	0	0	0	0
TAAR3	0	0	1	0
TAAR5	0	0	0	0
TAAR6	0	0	0	0
TAAR8	0	0	0	0
TAAR9	0	0	0	0
TAB1	1363	1273	1037	738
TAB2	3670	3157	4771	2923
TAB3	2014	1749	2478	1468
TAC1	0	0	0	0
TAC3	0	1	1	0
TAC4	11	9	1	1
TACC1	5397	4900	7567	4231
TACC2	1768	1705	2187	1400
TACC3	907	730	1375	883
TACO1	4343	4453	3878	2929
TACR1	1	0	7	0
TACR2	23	22	14	17
TACR3	4	0	2	5
TACSTD2	8248	7519	7159	5291
TADA1	1213	1076	1282	1035
TADA2A	332	270	389	287
TADA2B	1279	1084	1246	915
TADA3	7178	6438	7090	5127
TAF1	3310	2838	4163	2715
TAF10	1689	1613	1257	1086
TAF11	2539	2430	2827	1942
TAF12	1533	1420	1569	1084
TAF13	524	510	753	535
TAF15	4101	3647	6414	4227
TAF1A	385	353	595	381
TAF1B	1093	981	1285	807
TAF1C	2405	2071	2041	1446
TAF1D	2599	1680	1313	1331
TAF1L	609	488	752	477
TAF2	2177	1887	3096	1964
TAF3	1079	932	1393	771
TAF4	1697	1463	2017	1327
TAF4B	349	317	491	344
TAF5	195	180	293	171
TAF5L	903	783	1000	640
TAF6	2017	1709	1750	1341
TAF6L	705	589	510	370
TAF7	11953	10903	14133	10014
TAF7L	0	0	2	0
TAF8	951	852	1036	649
TAF9	4748	4384	6104	4396
TAF9B	1161	1075	1823	1467
TAG	0	0	0	0
TAGAP	4	1	9	0
TAGLN	236	277	300	208
TAGLN2	8108	7783	6432	4759
TAGLN3	4	5	6	4
TAL1	0	0	0	0
TAL2	1	0	1	3
TALDO1	7730	7368	7569	5318
TAMM41	501	504	678	448
TANC1	2656	2148	2569	1626
TANC2	10634	8584	11642	7305
TANK	1525	1616	2416	1528
TAOK1	6459	5308	8993	5585
TAOK2	7410	6321	7176	4532
TAOK3	2018	1837	2698	1818
TAP1	2995	2836	9448	5856
TAP2	2666	2204	9517	6072
TAPBP	7819	7395	13475	9094
TAPBPL	1530	1504	1767	1397
TAPT1	823	643	962	797
TARBP1	903	749	991	642
TARBP2	1937	1765	1442	1149
TARDBP	4371	4021	5000	3425
TARM1	0	0	0	0
TARP	588	600	485	334
TARS	10332	9132	13276	8847
TARS2	2609	2288	2695	1782
TARSL2	507	449	565	423
TAS1R1	1	0	1	0
TAS1R2	0	0	0	0
TAS1R3	5	1	3	0
TAS2R1	0	0	0	0
TAS2R10	0	0	1	0
TAS2R13	0	0	0	4
TAS2R14	15	18	33	17
TAS2R16	0	0	0	0
TAS2R19	8	5	8	5
TAS2R20	33	23	42	18
TAS2R3	5	1	0	0
TAS2R30	2	1	0	1
TAS2R31	23	17	6	14
TAS2R38	0	0	0	0
TAS2R39	0	0	0	0
TAS2R4	1	1	2	0
TAS2R40	0	0	0	0
TAS2R41	0	0	0	0
TAS2R42	0	0	0	0
TAS2R43	7	1	4	5
TAS2R46	0	0	0	0
TAS2R5	14	8	13	12
TAS2R50	1	2	0	0
TAS2R60	0	1	0	0
TAS2R7	0	0	0	0
TAS2R8	0	0	0	0
TAS2R9	0	0	0	0
TASP1	839	817	880	635
TAT	1	1	0	1
TATDN1	2621	2335	3226	2014
TATDN2	5803	5244	5861	3998
TATDN3	578	504	626	527
TAX1BP1	12276	10925	14861	10226
TAX1BP3	3	2	1	2
TAZ	743	726	602	466
TBC1D1	1570	1366	1845	996
TBC1D10A	1149	1070	931	647
TBC1D10B	4209	3655	3849	2926
TBC1D10C	1	1	1	0
TBC1D12	1197	981	1255	968
TBC1D13	1432	1314	1334	960
TBC1D14	2652	2451	2587	1729
TBC1D15	2555	2209	3407	2380
TBC1D16	3001	2333	2395	1664
TBC1D17	1216	1061	1188	867
TBC1D19	87	73	77	59
TBC1D2	311	293	225	166
TBC1D20	2176	1951	2561	1853
TBC1D21	0	0	0	0
TBC1D22A	1317	1196	972	713
TBC1D22B	1259	1068	1360	981
TBC1D23	1783	1532	2453	1960
TBC1D24	1213	1020	1040	712
TBC1D25	809	720	788	573
TBC1D26	7	5	5	0
TBC1D28	0	0	0	0
TBC1D29	0	0	0	0
TBC1D2B	1290	1105	1263	842
TBC1D3	0	0	0	0
TBC1D30	3774	3610	4488	2757
TBC1D3B	0	0	0	0
TBC1D3C	0	0	0	0
TBC1D3F	0	0	0	0
TBC1D3G	0	1	0	0
TBC1D3H	0	0	0	0
TBC1D3P1-DHX40P1	44	31	26	20
TBC1D3P2	0	0	0	0
TBC1D4	1504	1210	1759	1401
TBC1D5	4989	4387	5758	3813
TBC1D7	998	955	1032	817
TBC1D8	1360	1239	1359	925
TBC1D8B	390	305	516	349
TBC1D9	3383	2991	4228	2676
TBC1D9B	13595	12034	12802	8965
TBCA	3562	3086	3791	2760
TBCB	1913	1771	1404	1212
TBCC	1289	1201	1245	1036
TBCCD1	347	368	451	283
TBCD	3244	2958	3112	2017
TBCE	999	902	1113	536
TBCEL	965	820	1072	777
TBCK	1371	1352	2025	1232
TBK1	3271	2973	5159	3070
TBKBP1	895	851	777	553
TBL1X	16077	13583	16529	11414
TBL1XR1	1602	1377	2069	2027
TBL1Y	0	4	3	1
TBL2	3466	2940	2800	2361
TBL3	2350	1991	1573	1482
TBP	825	756	1036	701
TBPL1	451	408	529	391
TBPL2	0	0	0	0
TBR1	4	2	5	1
TBRG1	1257	1240	1379	1091
TBRG4	2925	2786	2570	1835
TBX1	5	1	1	0
TBX10	0	1	0	0
TBX15	4	1	5	1
TBX18	0	0	3	0
TBX19	60	40	60	38
TBX2	4807	4216	4801	3183
TBX20	0	0	0	0
TBX21	0	0	0	0
TBX22	0	0	0	0
TBX3	1033	934	1129	764
TBX4	11	3	8	3
TBX5	3	2	5	2
TBX6	218	172	151	89
TBXA2R	1	1	0	0
TBXAS1	4	6	9	5
TC2N	4742	3736	6393	4880
TCAM1P	0	0	0	0
TCAP	2	6	2	1
TCEA1	3296	2648	4796	5082
TCEA2	1671	1588	1587	1242
TCEA3	3399	3186	3336	2422
TCEAL1	1875	1589	1683	1284
TCEAL2	0	0	0	0
TCEAL3	725	655	733	569
TCEAL4	7520	7235	9941	6529
TCEAL5	0	3	0	1
TCEAL6	2	0	1	0
TCEAL7	4	2	2	1
TCEAL8	6	0	4	2
TCEANC	372	260	414	292
TCEANC2	542	430	635	417
TCEB1	959	970	1003	837
TCEB2	6905	6958	5287	4290
TCEB3	4785	4477	5923	3937
TCEB3B	0	0	0	0
TCEB3C	0	0	0	0
TCEB3CL	0	0	0	0
TCERG1	2539	2213	3438	2035
TCERG1L	2	0	0	1
TCF12	1410	1172	1837	1212
TCF15	0	0	0	0
TCF19	951	824	1617	995
TCF20	2646	2316	2780	1864
TCF21	0	0	0	0
TCF23	0	0	0	0
TCF24	14	18	30	27
TCF25	16346	14395	12783	9318
TCF3	2431	2175	2038	1590
TCF4	41	53	38	23
TCF7	19	32	13	12
TCF7L1	85	83	71	70
TCF7L2	463	427	686	429
TCFL5	2127	1832	2086	1440
TCHH	32	17	48	35
TCHHL1	0	2	2	3
TCHP	881	742	1204	791
TCIRG1	478	379	358	217
TCL1A	0	0	1	0
TCL1B	1	2	2	0
TCL6	0	0	0	0
TCN1	0	1	0	0
TCN2	2	1	7	2
TCOF1	3847	3371	4075	2801
TCP1	6635	5847	6514	4681
TCP10	0	0	0	0
TCP10L	16	9	10	11
TCP10L2	0	0	0	0
TCP11	1	0	0	1
TCP11L1	307	263	363	255
TCP11L2	374	275	230	210
TCTA	2372	2258	2457	1619
TCTE1	3	1	0	1
TCTE3	9	9	5	3
TCTEX1D1	0	0	0	0
TCTEX1D2	247	218	264	217
TCTEX1D4	4	6	7	5
TCTN1	1267	1101	1486	954
TCTN2	181	197	164	109
TCTN3	3638	3416	4430	2833
TDG	1163	1051	1610	1087
TDGF1	0	0	0	0
TDGF1P3	0	0	0	0
TDH	34	36	45	23
TDO2	32	16	55	36
TDP1	1051	927	1440	868
TDP2	1701	1611	2441	1809
TDRD1	0	0	0	2
TDRD10	1	0	1	1
TDRD12	0	3	4	2
TDRD3	637	509	638	412
TDRD5	481	445	612	395
TDRD6	0	0	0	0
TDRD7	1107	1014	2434	1356
TDRD9	1	0	0	0
TDRG1	0	0	0	0
TDRKH	2319	2092	2850	1707
TEAD1	2276	2012	3757	2085
TEAD2	1566	1424	1267	711
TEAD3	2359	2305	2257	1659
TEAD4	609	523	505	411
TEC	168	159	205	130
TECPR1	609	483	459	251
TECPR2	2202	1815	1976	1383
TECR	2761	2509	2425	1785
TECRL	0	0	0	0
TECTA	37	62	81	25
TECTB	0	0	0	0
TEDDM1	0	0	0	0
TEF	2385	1958	1568	1173
TEK	0	0	0	0
TEKT1	0	0	0	0
TEKT2	0	0	0	0
TEKT3	22	27	16	11
TEKT4	1	1	3	3
TEKT4P2	493	511	600	476
TEKT5	60	56	33	28
TELO2	1792	1382	1079	1038
TEN1	0	0	0	0
TENC1	2826	2596	2179	1185
TEP1	2125	1918	2324	1291
TEPP	0	0	0	0
TERC	3	3	3	10
TERF1	388	327	483	339
TERF2	1829	1554	2251	1522
TERF2IP	6445	6042	7786	5000
TERT	109	80	90	75
TES	1407	1132	1561	1281
TESC	200	161	165	137
TESK1	2245	2156	2101	1552
TESK2	2898	2399	2734	2038
TET1	319	255	360	232
TET2	1513	1301	2070	1283
TET3	2655	2321	2987	1717
TEX10	1637	1470	1944	1162
TEX101	0	0	0	0
TEX11	0	0	0	1
TEX12	0	0	1	2
TEX13A	0	0	0	0
TEX13B	0	0	0	0
TEX14	127	111	134	85
TEX15	17	13	33	22
TEX19	103	107	58	42
TEX2	11347	9777	12153	7363
TEX21P	2	3	9	6
TEX22	29	27	24	28
TEX261	7370	6739	8394	5821
TEX264	3084	2882	2299	1705
TEX28	0	0	0	0
TEX9	40	29	25	28
TF	1	3	4	4
TFAM	1732	1507	2335	1816
TFAMP1	35	42	47	25
TFAP2A	3165	2957	3268	2432
TFAP2B	125	106	98	49
TFAP2C	1380	1228	1627	1081
TFAP2D	0	0	0	0
TFAP2E	1	2	2	6
TFAP4	981	723	770	665
TFB1M	226	238	281	202
TFB2M	793	738	850	640
TFCP2	2	3	6	3
TFCP2L1	3	0	0	0
TFDP1	2363	2153	2737	1744
TFDP2	2903	2493	3172	1972
TFDP3	0	0	0	0
TFE3	3342	3202	3883	2717
TFEB	86	83	59	32
TFEC	0	0	0	0
TFF1	14596	10879	12610	11471
TFF2	0	0	0	0
TFF3	4575	3822	2477	2571
TFG	9000	8188	10478	8109
TFIP11	2061	1872	2000	1539
TFPI	1614	1616	2226	1414
TFPI2	89	130	120	66
TFPT	395	362	268	218
